118 [06/sep/2001:09:42:46 -0300] "bet	/home/joshua:
114 [06/sep/2001:15:47:29 -0300] "bet	bufinp.bci
114 [06/sep/2001:15:47:40 -0300] "bet	bufinp.bin
114 [06/sep/2001:15:47:40 -0300] "bet	bufinp.com
114 [06/sep/2001:15:47:40 -0300] "bet	bufinp.ext
114 [06/sep/2001:15:47:40 -0300] "bet	bufinp.scm
114 [06/sep/2001:15:47:40 -0300] "bet	bufmnu.bci
114 [06/sep/2001:15:54:17 -0300] "bet	bufmnu.bin
114 [06/sep/2001:16:01:07 -0300] "bet	bufmnu.com
114 [06/sep/2001:16:01:09 -0300] "bet	bufmnu.scm
114 [06/sep/2001:16:03:28 -0300] "bet	bufout.bci
114 [06/sep/2001:16:03:38 -0300] "bet	bufout.bin
114 [06/sep/2001:16:03:58 -0300] "bet	bufout.com
114 [06/sep/2001:16:04:00 -0300] "bet	bufout.ext
117 [10/sep/2001:19:18:37 -0300] "bet	bufout.scm
117 [10/sep/2001:19:18:39 -0300] "bet	bufset.bci
117 [10/sep/2001:19:19:28 -0300] "bet	bufset.bin
117 [10/sep/2001:19:19:28 -0300] "bet	bufset.com
117 [10/sep/2001:19:19:30 -0300] "bet	bufset.ext
117 [10/sep/2001:19:19:39 -0300] "bet	bufset.scm
117 [10/sep/2001:19:19:41 -0300] "bet	bufwfs.bci
117 [10/sep/2001:19:19:43 -0300] "bet	bufwfs.bin
117 [10/sep/2001:19:19:46 -0300] "bet	bufwfs.com
117 [10/sep/2001:19:19:50 -0300] "bet	bufwfs.scm
117 [10/sep/2001:19:19:53 -0300] "bet	bufwin.bci
117 [10/sep/2001:19:19:57 -0300] "bet	bufwin.bin
117 [10/sep/2001:19:19:57 -0300] "bet	bufwin.com
117 [10/sep/2001:19:20:00 -0300] "bet	bufwin.ext
117 [10/sep/2001:19:20:08 -0300] "bet	bufwin.scm
117 [10/sep/2001:19:20:10 -0300] "bet	bufwiu.bci
117 [10/sep/2001:19:20:13 -0300] "bet	bufwiu.bin
117 [10/sep/2001:19:20:14 -0300] "bet	bufwiu.com
117 [10/sep/2001:19:20:20 -0300] "bet	bufwiu.ext
117 [10/sep/2001:19:20:21 -0300] "bet	bufwiu.scm
117 [10/sep/2001:19:20:36 -0300] "bet	bufwmc.bci
117 [10/sep/2001:19:20:37 -0300] "bet	bufwmc.bin
117 [10/sep/2001:19:22:29 -0300] "bet	bufwmc.com
117 [10/sep/2001:19:22:29 -0300] "bet	bufwmc.ext
117 [10/sep/2001:19:22:33 -0300] "bet	bufwmc.scm
117 [10/sep/2001:19:22:33 -0300] "bet	calias.bci
117 [10/sep/2001:19:22:35 -0300] "bet	calias.bin
117 [10/sep/2001:19:22:53 -0300] "bet	calias.com
117 [10/sep/2001:19:22:55 -0300] "bet	calias.ext
117 [10/sep/2001:19:22:59 -0300] "bet	calias.scm
117 [10/sep/2001:19:22:59 -0300] "bet	ChangeLog
117 [10/sep/2001:19:23:01 -0300] "bet	cinden.bci
117 [10/sep/2001:19:26:08 -0300] "bet	cinden.bin
117 [10/sep/2001:19:26:11 -0300] "bet	cinden.com
117 [10/sep/2001:19:26:13 -0300] "bet	cinden.scm
117 [10/sep/2001:19:35:18 -0300] "bet	class.bci
117 [10/sep/2001:19:35:18 -0300] "bet	class.bin
117 [10/sep/2001:19:35:19 -0300] "bet	class.com
117 [10/sep/2001:19:35:21 -0300] "bet	class.ext
117 [10/sep/2001:19:35:43 -0300] "bet	class.scm
117 [10/sep/2001:19:35:45 -0300] "bet	Clean.sh
117 [10/sep/2001:19:37:23 -0300] "bet	clscon.bci
117 [10/sep/2001:19:38:18 -0300] "bet	clscon.bin
117 [10/sep/2001:19:39:12 -0300] "bet	clscon.com
117 [10/sep/2001:19:39:12 -0300] "bet	clscon.scm
117 [10/sep/2001:19:39:20 -0300] "bet	clsmac.bci
117 [10/sep/2001:19:39:41 -0300] "bet	clsmac.bin
117 [10/sep/2001:19:40:37 -0300] "bet	clsmac.com
117 [10/sep/2001:19:40:44 -0300] "bet	clsmac.scm
117 [10/sep/2001:19:40:45 -0300] "bet	c-mode.bci
118 [05/sep/2001:12:29:48 -0300] "bet	c-mode.bin
119 [06/sep/2001:20:41:34 -0300] "bet	c-mode.com
119 [06/sep/2001:20:41:34 -0300] "bet	c-mode.scm
119 [06/sep/2001:20:43:01 -0300] "bet	comatch.bci
119 [06/sep/2001:20:43:02 -0300] "bet	comatch.bin
119 [06/sep/2001:20:43:03 -0300] "bet	comatch.com
119 [06/sep/2001:20:43:06 -0300] "bet	comatch.scm
119 [06/sep/2001:20:47:19 -0300] "bet	comhst.bci
119 [06/sep/2001:20:47:21 -0300] "bet	comhst.bin
119 [06/sep/2001:20:49:02 -0300] "bet	comhst.com
119 [06/sep/2001:20:53:34 -0300] "bet	comhst.scm
119 [06/sep/2001:20:53:34 -0300] "bet	comint.bci
101 [06/sep/2001:17:30:15 -0300] "bet	comint.bin
101 [06/sep/2001:17:43:40 -0300] "bet	comint.com
101 [06/sep/2001:17:55:53 -0300] "bet	comint.scm
101 [06/sep/2001:17:55:53 -0300] "bet	comman.bci
101 [06/sep/2001:17:55:58 -0300] "bet	comman.bin
108 [04/sep/2001:14:59:04 -0300] "bet	comman.com
108 [04/sep/2001:15:00:42 -0300] "bet	comman.ext
109 [07/sep/2001:17:16:16 -0300] "bet	comman.scm
109 [07/sep/2001:17:16:16 -0300] "bet	compile.bci
111 [07/sep/2001:10:29:28 -0300] "bet	compile.bin
111 [07/sep/2001:10:29:28 -0300] "bet	compile.com
111 [07/sep/2001:10:35:32 -0300] "bet	compile.scm
111 [07/sep/2001:10:41:03 -0300] "bet	compile.sh
111 [07/sep/2001:11:06:16 -0300] "bet	comred.bci
111 [07/sep/2001:11:07:27 -0300] "bet	comred.bin
111 [07/sep/2001:11:08:50 -0300] "bet	comred.com
111 [07/sep/2001:11:08:50 -0300] "bet	comred.ext
111 [07/sep/2001:11:08:53 -0300] "bet	comred.scm
111 [07/sep/2001:11:09:23 -0300] "bet	comtab.bci
111 [07/sep/2001:11:09:23 -0300] "bet	comtab.bin
111 [07/sep/2001:11:09:45 -0300] "bet	comtab.com
111 [07/sep/2001:11:09:49 -0300] "bet	comtab.ext
111 [07/sep/2001:11:09:52 -0300] "bet	comtab.scm
111 [07/sep/2001:11:10:15 -0300] "bet	comwin.bci
112 [07/sep/2001:10:27:24 -0300] "bet	comwin.bin
112 [07/sep/2001:10:51:32 -0300] "bet	comwin.com
112 [07/sep/2001:10:53:10 -0300] "bet	comwin.ext
112 [07/sep/2001:10:54:18 -0300] "bet	comwin.scm
112 [07/sep/2001:10:54:18 -0300] "bet	config.log
112 [07/sep/2001:10:54:19 -0300] "bet	config.status
112 [07/sep/2001:10:54:25 -0300] "bet	configure
112 [07/sep/2001:10:55:48 -0300] "bet	configure.ac
112 [07/sep/2001:10:55:49 -0300] "bet	COPYING
112 [07/sep/2001:11:00:45 -0300] "bet	curren.bci
112 [07/sep/2001:11:00:46 -0300] "bet	curren.bin
112 [07/sep/2001:11:05:55 -0300] "bet	curren.com
112 [07/sep/2001:11:05:57 -0300] "bet	curren.scm
112 [07/sep/2001:11:06:01 -0300] "bet	dabbrev.bci
112 [07/sep/2001:11:06:15 -0300] "bet	dabbrev.bin
112 [07/sep/2001:11:06:18 -0300] "bet	dabbrev.com
112 [07/sep/2001:11:06:22 -0300] "bet	dabbrev.scm
112 [07/sep/2001:11:06:50 -0300] "bet	debian-changelog.bci
112 [07/sep/2001:11:06:51 -0300] "bet	debian-changelog.bin
112 [07/sep/2001:11:07:02 -0300] "bet	debian-changelog.com
112 [07/sep/2001:11:07:06 -0300] "bet	debian-changelog.scm
112 [07/sep/2001:11:07:10 -0300] "bet	debug.bci
112 [07/sep/2001:11:07:15 -0300] "bet	debug.bin
112 [07/sep/2001:11:07:20 -0300] "bet	debug.com
112 [07/sep/2001:11:07:22 -0300] "bet	debuge.bci
112 [07/sep/2001:11:07:55 -0300] "bet	debuge.bin
112 [07/sep/2001:11:07:57 -0300] "bet	debuge.com
112 [07/sep/2001:11:08:27 -0300] "bet	debuge.scm
112 [07/sep/2001:11:08:28 -0300] "bet	debug.ext
112 [07/sep/2001:11:08:50 -0300] "bet	debug.scm
112 [07/sep/2001:11:08:55 -0300] "bet	decls.scm
112 [07/sep/2001:11:09:03 -0300] "bet	diff.bci
112 [07/sep/2001:11:09:06 -0300] "bet	diff.bin
112 [07/sep/2001:11:09:14 -0300] "bet	diff.com
112 [07/sep/2001:11:09:18 -0300] "bet	diff.scm
112 [07/sep/2001:11:09:25 -0300] "bet	dired.bci
112 [07/sep/2001:11:09:29 -0300] "bet	dired.bin
112 [07/sep/2001:11:09:36 -0300] "bet	dired.com
112 [07/sep/2001:11:09:38 -0300] "bet	dired.scm
112 [07/sep/2001:11:09:45 -0300] "bet	dirunx.bci
112 [07/sep/2001:11:09:48 -0300] "bet	dirunx.bin
112 [07/sep/2001:11:09:56 -0300] "bet	dirunx.com
112 [07/sep/2001:11:09:58 -0300] "bet	dirunx.scm
112 [07/sep/2001:11:10:11 -0300] "bet	dirw32.bci
112 [07/sep/2001:11:10:41 -0300] "bet	dirw32.bin
112 [07/sep/2001:11:10:48 -0300] "bet	dirw32.com
113 [23/aug/2001:10:36:04 -0300] "bet	dirw32.scm
113 [23/aug/2001:10:36:04 -0300] "bet	display.bci
114 [07/sep/2001:11:42:54 -0300] "bet	display.bin
114 [07/sep/2001:11:42:54 -0300] "bet	display.com
114 [07/sep/2001:11:43:00 -0300] "bet	display.ext
114 [07/sep/2001:11:43:00 -0300] "bet	display.scm
114 [07/sep/2001:11:43:02 -0300] "bet	docstr.bci
114 [07/sep/2001:11:43:04 -0300] "bet	docstr.bin
115 [06/sep/2001:15:39:53 -0300] "bet	docstr.com
115 [06/sep/2001:15:39:53 -0300] "bet	docstr.ext
115 [06/sep/2001:15:42:10 -0300] "bet	docstr.scm
115 [06/sep/2001:15:42:10 -0300] "bet	dos.bci
115 [06/sep/2001:15:42:34 -0300] "bet	dos.bin
115 [06/sep/2001:15:42:35 -0300] "bet	dos.com
119 [07/sep/2001:12:54:32 -0300] "bet	doscom.bci
124 [06/sep/2001:17:25:42 -0300] "bet	doscom.bin
125 [06/sep/2001:12:12:22 -0300] "bet	doscom.com
125 [06/sep/2001:12:12:22 -0300] "bet	doscom.scm
128 [10/aug/2001:12:48:37 -0300] "bet	dosfile.bci
128 [10/aug/2001:12:50:19 -0300] "bet	dosfile.bin
128 [10/aug/2001:12:50:19 -0300] "bet	dosfile.com
128 [10/aug/2001:12:50:26 -0300] "bet	dosfile.scm
128 [10/aug/2001:12:50:26 -0300] "bet	dosproc.bci
128 [10/aug/2001:12:50:30 -0300] "bet	dosproc.bin
128 [10/aug/2001:12:50:40 -0300] "bet	dosproc.com
128 [10/aug/2001:12:50:44 -0300] "bet	dosproc.scm
128 [10/aug/2001:12:50:44 -0300] "bet	dos.scm
130 [08/aug/2001:17:06:35 -0300] "bet	dosshell.bci
130 [08/aug/2001:17:06:53 -0300] "bet	dosshell.bin
130 [08/aug/2001:17:07:01 -0300] "bet	dosshell.com
130 [08/aug/2001:17:09:10 -0300] "bet	dosshell.scm
130 [08/aug/2001:17:09:15 -0300] "bet	ed-ffi.bci
130 [08/aug/2001:17:09:15 -0300] "bet	ed-ffi.bin
130 [08/aug/2001:17:09:20 -0300] "bet	ed-ffi.com
130 [08/aug/2001:17:09:20 -0300] "bet	ed-ffi.scm
130 [08/aug/2001:17:09:23 -0300] "bet	editor.bci
130 [08/aug/2001:17:09:25 -0300] "bet	editor.bin
130 [10/aug/2001:14:28:15 -0300] "bet	editor.com
130 [10/aug/2001:14:28:51 -0300] "bet	editor.ext
101 [07/sep/2001:21:44:13 -0300] "bet	editor.scm
101 [10/sep/2001:09:37:20 -0300] "bet	edtfrm.bci
101 [10/sep/2001:09:37:20 -0300] "bet	edtfrm.bin
102 [20/aug/2001:19:12:09 -0300] "bet	edtfrm.com
102 [20/aug/2001:19:12:23 -0300] "bet	edtfrm.ext
104 [10/sep/2001:09:37:43 -0300] "bet	edtfrm.scm
104 [10/sep/2001:09:37:43 -0300] "bet	edtstr.bci
104 [10/sep/2001:09:46:07 -0300] "bet	edtstr.bin
104 [10/sep/2001:09:46:07 -0300] "bet	edtstr.com
104 [10/sep/2001:09:46:10 -0300] "bet	edtstr.ext
104 [10/sep/2001:09:46:12 -0300] "bet	edtstr.scm
104 [10/sep/2001:12:38:29 -0300] "bet	edwin.bld
104 [10/sep/2001:12:38:29 -0300] "bet	edwin.cbf
19 [06/sep/2001:15:14:59 -0300] "bet	edwin.ldr
19 [06/sep/2001:15:15:23 -0300] "bet	edwin.pkg
19 [06/sep/2001:15:31:58 -0300] "bet	edwin.sf
19 [06/sep/2001:15:31:58 -0300] "bet	edwin-unx.crf
19 [06/sep/2001:15:32:13 -0300] "bet	edwin-unx.fre
19 [06/sep/2001:15:32:13 -0300] "bet	edwin-unx.pkd
19 [06/sep/2001:15:32:18 -0300] "bet	evlcom.bci
19 [06/sep/2001:15:32:25 -0300] "bet	evlcom.bin
111 [04/sep/2001:15:44:47 -0300] "bet	evlcom.com
111 [04/sep/2001:15:46:40 -0300] "bet	evlcom.scm
111 [04/sep/2001:15:46:42 -0300] "bet	eystep.bci
111 [06/sep/2001:09:54:41 -0300] "bet	eystep.bin
111 [06/sep/2001:10:03:19 -0300] "bet	eystep.com
111 [06/sep/2001:10:28:09 -0300] "bet	eystep.scm
111 [06/sep/2001:10:28:15 -0300] "bet	filcom.bci
111 [06/sep/2001:10:30:17 -0300] "bet	filcom.bin
111 [06/sep/2001:10:33:13 -0300] "bet	filcom.com
111 [06/sep/2001:10:33:13 -0300] "bet	filcom.scm
111 [06/sep/2001:10:33:22 -0300] "bet	fileio.bci
111 [06/sep/2001:10:33:32 -0300] "bet	fileio.bin
111 [06/sep/2001:10:33:32 -0300] "bet	fileio.com
111 [06/sep/2001:10:33:35 -0300] "bet	fileio.scm
111 [06/sep/2001:10:33:40 -0300] "bet	fill.bci
111 [06/sep/2001:10:42:17 -0300] "bet	fill.bin
111 [06/sep/2001:10:42:17 -0300] "bet	fill.com
111 [06/sep/2001:10:49:11 -0300] "bet	fill.scm
111 [06/sep/2001:10:49:11 -0300] "bet	grpops.bci
111 [06/sep/2001:17:28:46 -0300] "bet	grpops.bin
111 [06/sep/2001:17:33:34 -0300] "bet	grpops.com
111 [06/sep/2001:17:39:54 -0300] "bet	grpops.scm
111 [06/sep/2001:17:40:03 -0300] "bet	hlpcom.bci
111 [06/sep/2001:17:42:35 -0300] "bet	hlpcom.bin
111 [06/sep/2001:17:46:35 -0300] "bet	hlpcom.com
111 [06/sep/2001:17:46:35 -0300] "bet	hlpcom.scm
111 [06/sep/2001:17:46:40 -0300] "bet	htmlmode.bci
111 [06/sep/2001:17:46:40 -0300] "bet	htmlmode.bin
111 [06/sep/2001:17:46:51 -0300] "bet	htmlmode.com
111 [06/sep/2001:17:47:31 -0300] "bet	htmlmode.scm
111 [06/sep/2001:17:47:35 -0300] "bet	image.bci
111 [06/sep/2001:17:47:43 -0300] "bet	image.bin
111 [06/sep/2001:17:47:44 -0300] "bet	image.com
111 [06/sep/2001:18:10:53 -0300] "bet	image.scm
111 [06/sep/2001:18:10:53 -0300] "bet	info.bci
111 [06/sep/2001:18:18:45 -0300] "bet	info.bin
111 [06/sep/2001:18:18:45 -0300] "bet	info.com
111 [11/sep/2001:09:54:33 -0300] "bet	info.ext
111 [11/sep/2001:10:02:37 -0300] "bet	info.scm
111 [11/sep/2001:10:02:37 -0300] "bet	input.bci
111 [11/sep/2001:10:02:53 -0300] "bet	input.bin
111 [11/sep/2001:10:03:23 -0300] "bet	input.com
111 [11/sep/2001:10:05:16 -0300] "bet	input.ext
111 [11/sep/2001:10:05:30 -0300] "bet	input.scm
111 [11/sep/2001:10:06:29 -0300] "bet	INSTALL
111 [11/sep/2001:10:09:19 -0300] "bet	install-sh
111 [11/sep/2001:10:09:19 -0300] "bet	intmod.bci
112 [06/sep/2001:13:45:18 -0300] "bet	intmod.bin
112 [06/sep/2001:12:56:50 -0300] "bet	intmod.com
112 [06/sep/2001:13:07:02 -0300] "bet	intmod.ext
112 [06/sep/2001:13:12:09 -0300] "bet	intmod.scm
112 [06/sep/2001:13:12:22 -0300] "bet	iserch.bci
112 [06/sep/2001:13:14:28 -0300] "bet	iserch.bin
112 [06/sep/2001:13:39:56 -0300] "bet	iserch.com
112 [06/sep/2001:13:39:56 -0300] "bet	iserch.ext
112 [06/sep/2001:13:45:17 -0300] "bet	iserch.scm
112 [06/sep/2001:13:46:52 -0300] "bet	javamode.bci
112 [06/sep/2001:13:46:52 -0300] "bet	javamode.bin
112 [06/sep/2001:13:46:59 -0300] "bet	javamode.com
112 [06/sep/2001:13:47:02 -0300] "bet	javamode.scm
112 [15/aug/2001:08:18:41 -0300] "bet	keymap.bci
107 [04/sep/2001:09:45:46 -0300] "bet	keymap.bin
107 [04/sep/2001:09:45:46 -0300] "bet	keymap.com
249 [04/sep/2001:15:23:34 -0300] "bet	keymap.scm
249 [04/sep/2001:15:23:34 -0300] "bet	keyparse.bci
249 [06/sep/2001:12:10:08 -0300] "bet	keyparse.bin
249 [06/sep/2001:12:25:27 -0300] "bet	keyparse.com
249 [06/sep/2001:12:25:27 -0300] "bet	keyparse.ext
249 [06/sep/2001:12:10:13 -0300] "bet	keyparse.scm
249 [06/sep/2001:12:13:03 -0300] "bet	key-w32.bci
249 [06/sep/2001:12:14:08 -0300] "bet	key-w32.bin
249 [06/sep/2001:12:16:07 -0300] "bet	key-w32.com
249 [06/sep/2001:12:16:37 -0300] "bet	key-w32.scm
249 [06/sep/2001:12:16:52 -0300] "bet	kilcom.bci
249 [06/sep/2001:12:20:58 -0300] "bet	kilcom.bin
249 [06/sep/2001:12:21:08 -0300] "bet	kilcom.com
249 [06/sep/2001:12:21:14 -0300] "bet	kilcom.scm
249 [06/sep/2001:12:21:47 -0300] "bet	kmacro.bci
249 [06/sep/2001:12:25:33 -0300] "bet	kmacro.bin
52 [04/sep/2001:14:54:23 -0300] "bet	kmacro.com
52 [04/sep/2001:14:54:23 -0300] "bet	kmacro.scm
52 [04/sep/2001:16:31:54 -0300] "bet	lincom.bci
52 [04/sep/2001:16:31:54 -0300] "bet	lincom.bin
52 [04/sep/2001:16:32:00 -0300] "bet	lincom.com
52 [04/sep/2001:16:32:10 -0300] "bet	lincom.scm
52 [04/sep/2001:16:34:43 -0300] "bet	linden.bci
52 [04/sep/2001:16:35:42 -0300] "bet	linden.bin
52 [06/aug/2001:10:42:36 -0300] "bet	linden.com
52 [06/aug/2001:10:43:02 -0300] "bet	linden.scm
52 [06/aug/2001:10:43:02 -0300] "bet	loadef.bci
52 [06/sep/2001:19:00:38 -0300] "bet	loadef.bin
52 [06/sep/2001:19:00:38 -0300] "bet	loadef.com
52 [06/sep/2001:19:00:46 -0300] "bet	loadef.scm
52 [06/sep/2001:19:00:46 -0300] "bet	lspcom.bci
52 [06/sep/2001:19:00:48 -0300] "bet	lspcom.bin
52 [06/sep/2001:19:00:49 -0300] "bet	lspcom.com
52 [06/sep/2001:19:01:21 -0300] "bet	lspcom.scm
52 [06/sep/2001:19:01:22 -0300] "bet	macros.bci
52 [10/sep/2001:11:06:36 -0300] "bet	macros.bin
52 [10/sep/2001:11:06:36 -0300] "bet	macros.com
52 [10/sep/2001:11:06:40 -0300] "bet	macros.scm
52 [10/sep/2001:11:11:58 -0300] "bet	make.bci
52 [10/sep/2001:11:12:07 -0300] "bet	make.bin
52 [10/sep/2001:11:12:14 -0300] "bet	make.com
52 [10/sep/2001:11:06:42 -0300] "bet	Makefile
52 [10/sep/2001:11:06:56 -0300] "bet	Makefile.am
52 [10/sep/2001:11:07:06 -0300] "bet	Makefile.in
52 [10/sep/2001:11:07:14 -0300] "bet	make.scm
52 [10/sep/2001:11:07:32 -0300] "bet	malias.bci
74 [11/sep/2001:10:22:49 -0300] "bet	malias.bin
74 [11/sep/2001:10:22:49 -0300] "bet	malias.com
74 [11/sep/2001:10:23:48 -0300] "bet	malias.scm
74 [11/sep/2001:10:25:16 -0300] "bet	manual.bci
74 [11/sep/2001:10:25:16 -0300] "bet	manual.bin
74 [11/sep/2001:10:25:20 -0300] "bet	manual.com
74 [11/sep/2001:10:25:25 -0300] "bet	manual.scm
74 [11/sep/2001:10:27:30 -0300] "bet	midas.bci
74 [11/sep/2001:10:29:32 -0300] "bet	midas.bin
74 [11/sep/2001:10:29:36 -0300] "bet	midas.com
74 [11/sep/2001:10:29:55 -0300] "bet	midas.scm
74 [11/sep/2001:10:29:55 -0300] "bet	missing
74 [11/sep/2001:10:30:09 -0300] "bet	modefs.bci
74 [11/sep/2001:10:30:09 -0300] "bet	modefs.bin
74 [11/sep/2001:10:30:41 -0300] "bet	modefs.com
74 [11/sep/2001:10:30:43 -0300] "bet	modefs.scm
74 [11/sep/2001:10:31:48 -0300] "bet	modes.bci
74 [11/sep/2001:10:31:48 -0300] "bet	modes.bin
74 [11/sep/2001:10:31:54 -0300] "bet	modes.com
74 [11/sep/2001:10:31:54 -0300] "bet	modes.ext
74 [11/sep/2001:10:32:49 -0300] "bet	modes.scm
74 [11/sep/2001:10:32:49 -0300] "bet	modlin.bci
74 [11/sep/2001:10:32:59 -0300] "bet	modlin.bin
74 [11/sep/2001:10:32:59 -0300] "bet	modlin.com
74 [11/sep/2001:10:33:02 -0300] "bet	modlin.scm
74 [11/sep/2001:10:33:05 -0300] "bet	modwin.bci
74 [11/sep/2001:10:33:12 -0300] "bet	modwin.bin
74 [11/sep/2001:10:34:08 -0300] "bet	modwin.com
74 [11/sep/2001:10:34:14 -0300] "bet	modwin.scm
74 [11/sep/2001:10:34:18 -0300] "bet	motcom.bci
74 [11/sep/2001:10:35:51 -0300] "bet	motcom.bin
74 [11/sep/2001:10:35:51 -0300] "bet	motcom.com
74 [11/sep/2001:10:35:59 -0300] "bet	motcom.scm
74 [11/sep/2001:10:35:59 -0300] "bet	motion.bci
74 [11/sep/2001:10:36:57 -0300] "bet	motion.bin
74 [11/sep/2001:10:36:57 -0300] "bet	motion.com
74 [11/sep/2001:10:36:59 -0300] "bet	motion.scm
74 [11/sep/2001:10:37:02 -0300] "bet	mousecom.bci
74 [11/sep/2001:10:37:07 -0300] "bet	mousecom.bin
74 [11/sep/2001:10:37:29 -0300] "bet	mousecom.com
74 [11/sep/2001:10:37:36 -0300] "bet	mousecom.scm
74 [11/sep/2001:10:37:36 -0300] "bet	NEWS
74 [11/sep/2001:10:37:40 -0300] "bet	nntp.bci
74 [11/sep/2001:10:37:43 -0300] "bet	nntp.bin
74 [11/sep/2001:10:37:50 -0300] "bet	nntp.com
74 [11/sep/2001:10:41:35 -0300] "bet	nntp.ext
74 [11/sep/2001:10:41:35 -0300] "bet	nntp.scm
74 [11/sep/2001:10:41:56 -0300] "bet	notify.bci
74 [11/sep/2001:10:41:56 -0300] "bet	notify.bin
74 [11/sep/2001:10:43:06 -0300] "bet	notify.com
74 [11/sep/2001:10:43:06 -0300] "bet	notify.scm
74 [11/sep/2001:10:43:09 -0300] "bet	nvector.bci
74 [11/sep/2001:10:45:39 -0300] "bet	nvector.bin
74 [11/sep/2001:10:45:48 -0300] "bet	nvector.com
74 [11/sep/2001:10:45:48 -0300] "bet	nvector.scm
74 [11/sep/2001:10:45:58 -0300] "bet	occur.bci
74 [11/sep/2001:10:47:14 -0300] "bet	occur.bin
74 [11/sep/2001:10:47:14 -0300] "bet	occur.com
37 [06/sep/2001:16:10:01 -0300] "bet	occur.scm
102 [08/sep/2001:14:58:40 -0300] "bet	outline.bci
102 [08/sep/2001:14:58:41 -0300] "bet	outline.bin
57 [10/sep/2001:13:17:38 -0300] "bet	outline.com
57 [10/sep/2001:13:17:38 -0300] "bet	outline.scm
61 [10/sep/2001:22:47:56 -0300] "bet	paredit.bci
61 [10/sep/2001:22:47:56 -0300] "bet	paredit.bin
61 [10/sep/2001:22:48:27 -0300] "bet	paredit.com
61 [10/sep/2001:22:48:55 -0300] "bet	paredit.scm
61 [10/sep/2001:23:01:35 -0300] "bet	pasmod.bci
61 [10/sep/2001:23:02:42 -0300] "bet	pasmod.bin
61 [10/sep/2001:23:02:42 -0300] "bet	pasmod.com
61 [10/sep/2001:23:02:44 -0300] "bet	pasmod.scm
61 [10/sep/2001:23:03:05 -0300] "bet	paths.bci
61 [10/sep/2001:23:04:03 -0300] "bet	paths.bin
61 [10/sep/2001:23:04:06 -0300] "bet	paths.com
61 [10/sep/2001:23:05:53 -0300] "bet	paths.scm
61 [10/sep/2001:23:08:58 -0300] "bet	print.bci
61 [10/sep/2001:23:08:58 -0300] "bet	print.bin
61 [10/sep/2001:23:09:02 -0300] "bet	print.com
61 [10/sep/2001:23:16:38 -0300] "bet	print.scm
61 [10/sep/2001:23:16:38 -0300] "bet	process.bci
61 [10/sep/2001:23:16:40 -0300] "bet	process.bin
61 [10/sep/2001:23:17:37 -0300] "bet	process.com
61 [10/sep/2001:23:18:05 -0300] "bet	process.ext
61 [10/sep/2001:23:18:05 -0300] "bet	process.scm
61 [10/sep/2001:23:18:07 -0300] "bet	prompt.bci
61 [10/sep/2001:23:18:08 -0300] "bet	prompt.bin
61 [10/sep/2001:23:18:33 -0300] "bet	prompt.com
61 [10/sep/2001:23:18:33 -0300] "bet	prompt.ext
88 [09/sep/2001:14:21:33 -0300] "bet	prompt.scm
88 [09/sep/2001:14:21:52 -0300] "bet	pwedit.bci
88 [09/sep/2001:14:22:01 -0300] "bet	pwedit.bin
88 [09/sep/2001:14:22:49 -0300] "bet	pwedit.com
88 [09/sep/2001:14:23:42 -0300] "bet	pwedit.scm
88 [06/sep/2001:22:03:07 -0300] "bet	pwparse.bci
88 [06/sep/2001:22:11:11 -0300] "bet	pwparse.bin
88 [06/sep/2001:22:17:35 -0300] "bet	pwparse.com
88 [06/sep/2001:22:17:35 -0300] "bet	pwparse.scm
88 [06/sep/2001:22:17:42 -0300] "bet	rcsparse.bci
88 [06/sep/2001:22:17:49 -0300] "bet	rcsparse.bin
88 [06/sep/2001:22:17:50 -0300] "bet	rcsparse.com
88 [07/sep/2001:13:48:16 -0300] "bet	rcsparse.ext
88 [09/sep/2001:13:46:01 -0300] "bet	rcsparse.scm
88 [09/sep/2001:13:46:48 -0300] "bet	README
88 [09/sep/2001:13:46:48 -0300] "bet	reccom.bci
88 [09/sep/2001:13:46:50 -0300] "bet	reccom.bin
88 [09/sep/2001:13:46:52 -0300] "bet	reccom.com
88 [09/sep/2001:13:49:24 -0300] "bet	reccom.scm
88 [09/sep/2001:13:49:35 -0300] "bet	regcom.bci
88 [09/sep/2001:14:01:41 -0300] "bet	regcom.bin
88 [09/sep/2001:14:01:48 -0300] "bet	regcom.com
88 [09/sep/2001:14:03:23 -0300] "bet	regcom.ext
88 [09/sep/2001:14:03:28 -0300] "bet	regcom.scm
88 [09/sep/2001:14:07:23 -0300] "bet	regexp.bci
88 [09/sep/2001:14:10:11 -0300] "bet	regexp.bin
88 [09/sep/2001:14:21:17 -0300] "bet	regexp.com
88 [09/sep/2001:14:22:49 -0300] "bet	regexp.ext
88 [09/sep/2001:14:23:50 -0300] "bet	regexp.scm
88 [09/sep/2001:14:23:09 -0300] "bet	regops.bci
88 [09/sep/2001:14:23:17 -0300] "bet	regops.bin
126 [07/sep/2001:00:17:13 -0300] "bet	regops.com
126 [07/sep/2001:00:17:37 -0300] "bet	regops.scm
126 [07/sep/2001:00:18:08 -0300] "bet	replaz.bci
126 [07/sep/2001:00:21:53 -0300] "bet	replaz.bin
126 [07/sep/2001:00:22:00 -0300] "bet	replaz.com
126 [07/sep/2001:00:22:16 -0300] "bet	replaz.scm
